PO_Number,Vendor,Supplier,Material,PO_Quantity,Order_Value,Due_Date,Creation_Date,Prior_Year_Orders,Prior_Year_Value
NEWPO2026_SCALED_005334,90001183,Lab Equipment & analytical ,MICROCAPS 0.5 UL PKG/100,332,51.98,2026-06-01,2026-02-22,6,519.76
NEWPO2026_SCALED_005335,90001183,Lab Equipment & analytical ,MICROCAPS 0.5 UL PKG/100,332,51.98,2026-07-01,2026-02-22,6,519.76
NEWPO2026_SCALED_005336,90001183,Lab Equipment & analytical ,MICROCAPS 0.5 UL PKG/100,332,51.98,2026-08-03,2026-02-22,6,519.76
NEWPO2026_SCALED_005337,90001183,Lab Equipment & analytical ,MICROCAPS 0.5 UL PKG/100,332,51.98,2026-09-01,2026-02-22,6,519.76
NEWPO2026_SCALED_005338,90001183,Lab Equipment & analytical ,MICROCAPS 0.5 UL PKG/100,332,51.98,2026-10-01,2026-02-22,6,519.76
NEWPO2026_SCALED_005339,90001183,Lab Equipment & analytical ,MICROCAPS 0.5 UL PKG/100,332,51.98,2026-11-02,2026-02-22,6,519.76
NEWPO2026_SCALED_005340,90001183,Lab Equipment & analytical ,MICROCAPS 0.5 UL PKG/100,332,51.98,2026-12-01,2026-02-22,6,519.76
NEWPO2026_SCALED_005341,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-03-02,2026-02-22,1,121.56
NEWPO2026_SCALED_005342,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-04-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005343,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-05-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005344,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-06-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005345,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-07-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005346,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-08-03,2026-02-22,1,121.56
NEWPO2026_SCALED_005347,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-09-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005348,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-10-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005349,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-11-02,2026-02-22,1,121.56
NEWPO2026_SCALED_005350,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",101,12.16,2026-12-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005351,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-03-02,2026-02-22,3,195.0
NEWPO2026_SCALED_005352,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-04-01,2026-02-22,3,195.0
NEWPO2026_SCALED_005353,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-05-01,2026-02-22,3,195.0
NEWPO2026_SCALED_005354,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-06-01,2026-02-22,3,195.0
NEWPO2026_SCALED_005355,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-07-01,2026-02-22,3,195.0
NEWPO2026_SCALED_005356,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-08-03,2026-02-22,3,195.0
NEWPO2026_SCALED_005357,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-09-01,2026-02-22,3,195.0
NEWPO2026_SCALED_005358,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-10-01,2026-02-22,3,195.0
NEWPO2026_SCALED_005359,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-11-02,2026-02-22,3,195.0
NEWPO2026_SCALED_005360,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,162,19.5,2026-12-01,2026-02-22,3,195.0
NEWPO2026_SCALED_005361,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-03-02,2026-02-22,3,607.8
NEWPO2026_SCALED_005362,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-04-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005363,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-05-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005364,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-06-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005365,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-07-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005366,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-08-03,2026-02-22,3,607.8
NEWPO2026_SCALED_005367,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-09-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005368,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-10-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005369,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-11-02,2026-02-22,3,607.8
NEWPO2026_SCALED_005370,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",501,60.78,2026-12-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005371,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-03-02,2026-02-22,4,607.8
NEWPO2026_SCALED_005372,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-04-01,2026-02-22,4,607.8
NEWPO2026_SCALED_005373,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-05-01,2026-02-22,4,607.8
NEWPO2026_SCALED_005374,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-06-01,2026-02-22,4,607.8
NEWPO2026_SCALED_005375,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-07-01,2026-02-22,4,607.8
NEWPO2026_SCALED_005376,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-08-03,2026-02-22,4,607.8
NEWPO2026_SCALED_005377,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-09-01,2026-02-22,4,607.8
NEWPO2026_SCALED_005378,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-10-01,2026-02-22,4,607.8
NEWPO2026_SCALED_005379,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-11-02,2026-02-22,4,607.8
NEWPO2026_SCALED_005380,90001183,Lab Equipment & analytical ,"MICROCAP 1UL,32MM, 100/vial x 10 vls/CS",506,60.78,2026-12-01,2026-02-22,4,607.8
NEWPO2026_SCALED_005381,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-03-02,2026-02-22,2,243.12
NEWPO2026_SCALED_005382,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-04-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005383,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-05-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005384,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-06-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005385,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-07-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005386,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-08-03,2026-02-22,2,243.12
NEWPO2026_SCALED_005387,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-09-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005388,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-10-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005389,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-11-02,2026-02-22,2,243.12
NEWPO2026_SCALED_005390,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",201,24.31,2026-12-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005391,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-03-02,2026-02-22,2,364.68
NEWPO2026_SCALED_005392,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-04-01,2026-02-22,2,364.68
NEWPO2026_SCALED_005393,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-05-01,2026-02-22,2,364.68
NEWPO2026_SCALED_005394,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-06-01,2026-02-22,2,364.68
NEWPO2026_SCALED_005395,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-07-01,2026-02-22,2,364.68
NEWPO2026_SCALED_005396,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-08-03,2026-02-22,2,364.68
NEWPO2026_SCALED_005397,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-09-01,2026-02-22,2,364.68
NEWPO2026_SCALED_005398,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-10-01,2026-02-22,2,364.68
NEWPO2026_SCALED_005399,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-11-02,2026-02-22,2,364.68
NEWPO2026_SCALED_005400,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",301,36.47,2026-12-01,2026-02-22,2,364.68
NEWPO2026_SCALED_005401,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-03-02,2026-02-22,1,486.24
NEWPO2026_SCALED_005402,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-04-01,2026-02-22,1,486.24
NEWPO2026_SCALED_005403,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-05-01,2026-02-22,1,486.24
NEWPO2026_SCALED_005404,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-06-01,2026-02-22,1,486.24
NEWPO2026_SCALED_005405,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-07-01,2026-02-22,1,486.24
NEWPO2026_SCALED_005406,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-08-03,2026-02-22,1,486.24
NEWPO2026_SCALED_005407,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-09-01,2026-02-22,1,486.24
NEWPO2026_SCALED_005408,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-10-01,2026-02-22,1,486.24
NEWPO2026_SCALED_005409,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-11-02,2026-02-22,1,486.24
NEWPO2026_SCALED_005410,90001183,Lab Equipment & analytical ,"MICROCAP 50UL,100M,100/Vial x 10 vls/CS",395,48.62,2026-12-01,2026-02-22,1,486.24
NEWPO2026_SCALED_005411,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-03-02,2026-02-22,3,486.24
NEWPO2026_SCALED_005412,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-04-01,2026-02-22,3,486.24
NEWPO2026_SCALED_005413,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-05-01,2026-02-22,3,486.24
NEWPO2026_SCALED_005414,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-06-01,2026-02-22,3,486.24
NEWPO2026_SCALED_005415,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-07-01,2026-02-22,3,486.24
NEWPO2026_SCALED_005416,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-08-03,2026-02-22,3,486.24
NEWPO2026_SCALED_005417,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-09-01,2026-02-22,3,486.24
NEWPO2026_SCALED_005418,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-10-01,2026-02-22,3,486.24
NEWPO2026_SCALED_005419,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-11-02,2026-02-22,3,486.24
NEWPO2026_SCALED_005420,90001183,Lab Equipment & analytical ,"MICROCAP 100UL,116MM,100/Vial x 10vls/CS",400,48.62,2026-12-01,2026-02-22,3,486.24
NEWPO2026_SCALED_005421,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-03-02,2026-02-22,2,85.33
NEWPO2026_SCALED_005422,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-04-01,2026-02-22,2,85.33
NEWPO2026_SCALED_005423,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-05-01,2026-02-22,2,85.33
NEWPO2026_SCALED_005424,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-06-01,2026-02-22,2,85.33
NEWPO2026_SCALED_005425,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-07-01,2026-02-22,2,85.33
NEWPO2026_SCALED_005426,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-08-03,2026-02-22,2,85.33
NEWPO2026_SCALED_005427,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-09-01,2026-02-22,2,85.33
NEWPO2026_SCALED_005428,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-10-01,2026-02-22,2,85.33
NEWPO2026_SCALED_005429,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-11-02,2026-02-22,2,85.33
NEWPO2026_SCALED_005430,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,70,8.53,2026-12-01,2026-02-22,2,85.33
NEWPO2026_SCALED_005431,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-03-02,2026-02-22,3,607.8
NEWPO2026_SCALED_005432,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-04-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005433,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-05-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005434,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-06-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005435,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-07-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005436,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-08-03,2026-02-22,3,607.8
NEWPO2026_SCALED_005437,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-09-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005438,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-10-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005439,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-11-02,2026-02-22,3,607.8
NEWPO2026_SCALED_005440,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",504,60.78,2026-12-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005441,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-03-02,2026-02-22,2,243.12
NEWPO2026_SCALED_005442,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-04-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005443,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-05-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005444,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-06-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005445,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-07-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005446,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-08-03,2026-02-22,2,243.12
NEWPO2026_SCALED_005447,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-09-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005448,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-10-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005449,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-11-02,2026-02-22,2,243.12
NEWPO2026_SCALED_005450,90001183,Lab Equipment & analytical ,"MICROCAP 20UL,64MM,100/Vial x 10 vls/CS",202,24.31,2026-12-01,2026-02-22,2,243.12
NEWPO2026_SCALED_005451,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-03-02,2026-02-22,3,607.8
NEWPO2026_SCALED_005452,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-04-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005453,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-05-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005454,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-06-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005455,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-07-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005456,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-08-03,2026-02-22,3,607.8
NEWPO2026_SCALED_005457,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-09-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005458,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-10-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005459,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-11-02,2026-02-22,3,607.8
NEWPO2026_SCALED_005460,90001183,Lab Equipment & analytical ,"MICROCAP 2UL,32MM, 100/vial x 10 vls/CS",503,60.78,2026-12-01,2026-02-22,3,607.8
NEWPO2026_SCALED_005461,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-03-02,2026-02-22,3,1333.62
NEWPO2026_SCALED_005462,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-04-01,2026-02-22,3,1333.62
NEWPO2026_SCALED_005463,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-05-01,2026-02-22,3,1333.62
NEWPO2026_SCALED_005464,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-06-01,2026-02-22,3,1333.62
NEWPO2026_SCALED_005465,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-07-01,2026-02-22,3,1333.62
NEWPO2026_SCALED_005466,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-08-03,2026-02-22,3,1333.62
NEWPO2026_SCALED_005467,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-09-01,2026-02-22,3,1333.62
NEWPO2026_SCALED_005468,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-10-01,2026-02-22,3,1333.62
NEWPO2026_SCALED_005469,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-11-02,2026-02-22,3,1333.62
NEWPO2026_SCALED_005470,90001183,Lab Equipment & analytical ,"MICROCAP 5UL,32MM,100/vial x 10 vls/CS",1105,133.36,2026-12-01,2026-02-22,3,1333.62
NEWPO2026_SCALED_005471,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-03-02,2026-02-22,1,73.14
NEWPO2026_SCALED_005472,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-04-01,2026-02-22,1,73.14
NEWPO2026_SCALED_005473,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-05-01,2026-02-22,1,73.14
NEWPO2026_SCALED_005474,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-06-01,2026-02-22,1,73.14
NEWPO2026_SCALED_005475,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-07-01,2026-02-22,1,73.14
NEWPO2026_SCALED_005476,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-08-03,2026-02-22,1,73.14
NEWPO2026_SCALED_005477,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-09-01,2026-02-22,1,73.14
NEWPO2026_SCALED_005478,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-10-01,2026-02-22,1,73.14
NEWPO2026_SCALED_005479,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-11-02,2026-02-22,1,73.14
NEWPO2026_SCALED_005480,90001183,Lab Equipment & analytical ,MICROCAPS 25 UL PKG/100,60,7.31,2026-12-01,2026-02-22,1,73.14
NEWPO2026_SCALED_005481,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-03-02,2026-02-22,2,165.21
NEWPO2026_SCALED_005482,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-04-01,2026-02-22,2,165.21
NEWPO2026_SCALED_005483,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-05-01,2026-02-22,2,165.21
NEWPO2026_SCALED_005484,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-06-01,2026-02-22,2,165.21
NEWPO2026_SCALED_005485,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-07-01,2026-02-22,2,165.21
NEWPO2026_SCALED_005486,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-08-03,2026-02-22,2,165.21
NEWPO2026_SCALED_005487,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-09-01,2026-02-22,2,165.21
NEWPO2026_SCALED_005488,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-10-01,2026-02-22,2,165.21
NEWPO2026_SCALED_005489,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-11-02,2026-02-22,2,165.21
NEWPO2026_SCALED_005490,90001183,Lab Equipment & analytical ,MICROCAP 5-PACK,0,16.52,2026-12-01,2026-02-22,2,165.21
NEWPO2026_SCALED_005491,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",100,12.16,2026-03-02,2026-02-22,1,121.56
NEWPO2026_SCALED_005492,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",100,12.16,2026-04-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005493,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",100,12.16,2026-05-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005494,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",100,12.16,2026-06-01,2026-02-22,1,121.56
NEWPO2026_SCALED_005495,90001183,Lab Equipment & analytical ,"MICROCAP 10UL,41MM,100/Vial x 10 vls/CS",100,12.16,2026-07-01,2026-02-22,1,121.56
